,disciplina,numero_questao,assunto,enunciado,alternativas,gabarito
320,dir_adm,Questão 18:," Contratação Direta (dispensa e inexigibilidade - arts. 24 a 26, Lei 8.666)","Configura caso de dispensa de licitação:
 a)  aquisição de material de produtor exclusivo.
 b)  aquisição de equipamentos de vendedor exclusivo.
 c)  ocorrência de inabilitação de todos os licitantes.
 d)  aquisição de gêneros com exclusividade comercial.
 e)  implementação de serviço por empresa de notória especialização."," a)  aquisição de material de produtor exclusivo.
 b)  aquisição de equipamentos de vendedor exclusivo.
 c)  ocorrência de inabilitação de todos os licitantes.
 d)  aquisição de gêneros com exclusividade comercial.
 e)  implementação de serviço por empresa de notória especialização.",C
321,dir_adm,Questão 19:," Contratação Direta (dispensa e inexigibilidade - arts. 24 a 26, Lei 8.666)","Para contratação de obras e serviços de engenharia no valor de até R$ 66.000,00, desde que não se refiram a parcelas de uma mesma obra ou serviço ou ainda para obras e serviços da mesma natureza e no mesmo local e que possam ser realizadas conjunta e concomitantemente, a Lei Federal nº 8.666/93"," a)  autoriza que seja dispensada a licitação em razão do valor, se a contratação for por autarquia ou fundação qualificadas, na forma da lei, como agências executivas.
 b)  autoriza que seja dispensada a licitação, se a contratação for por fundação ou associação de direito privado, e o objeto contratado estiver diretamente relacionado à atividade fim da entidade.
 c)  permite que seja declarada inexigível a licitação, se caracterizada urgência de atendimento de situação que possa ocasionar prejuízo ou comprometer a segurança de pessoas ou equipamentos públicos.
 d)  impõe que a licitação se dê por meio do Sistema de Registro de Preços, a fim de garantir ampla participação e ganho de escala.
 e)  impõe que a licitação se dê na modalidade pregão, com vistas ao melhor aproveitamento dos recursos disponíveis no mercado e à ampliação da competitividade.",A
322,dir_adm,Questão 20:," Contratação Direta (dispensa e inexigibilidade - arts. 24 a 26, Lei 8.666)","Nos termos da Lei nº 8.666/1993, é obrigatória a realização de licitação para a contratação"," a)  de serviços de publicidade e divulgação.
 b)  de artista consagrado pela opinião pública.
 c)  de serviço de restauração de obra de arte, de autenticidade certificada, compatível com as finalidades do órgão.
 d)  realizada por empresa pública com sua subsidiária, para a aquisição de serviço ao preço de mercado.
 e)  de concessionária para o fornecimento de energia elétrica.",A
323,dir_adm,Questão 21:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"Conforme a Lei no 10.520/2002, no pregão"," a)  o prazo de validade das propostas será de 30 dias, se outro não estiver fixado no edital.
 b)  é necessária a aquisição do edital pelos licitantes, como condição para participação no certame.
 c)  não se aplicam as normas gerais da lei de licitações e contratos públicos (Lei no 8.666/1993).
 d)  é vedada a exigência de garantia de proposta.
 e)  é dispensada a documentação no respectivo processo administrativo dos atos essenciais da licitação quando realizados em meio eletrônico.",D
324,dir_adm,Questão 22:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"O Prefeito do Município “X” pretende contratar serviços técnicos especializados para monitoramento de mídias digitais e redes sociais, com a finalidade de mapear as referências ao Município e buscar identificar meios mais eficazes de divulgação de informações de relevante interesse público para os munícipes. Essa contratação será"," a)  precedida de licitação, na modalidade pregão, do tipo menor preço.
 b)  precedida de licitação, na modalidade concorrência, do tipo técnica e preço, por se tratar de típico serviço de publicidade a ser prestado por agências de propaganda.
 c)  direta, por dispensa de licitação, por se tratar de aquisição de insumos estratégicos para planejamento de política pública.
 d)  direta, por inexigibilidade de licitação, em razão da natureza singular do objeto.
 e)  precedida de chamamento público, na modalidade concurso, com estipulação prévia da remuneração.",A
325,dir_adm,Questão 23:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"A respeito do pregão, na forma como é regulado pela Lei nº 10.520/02, assinale a alternativa correta."," a)  Se o licitante que apresentou a melhor proposta não obedecer às condições de habilitação, a Administração promoverá nova licitação.
 b)  Para julgamento e classificação das propostas, será adotado o critério de melhor técnica e preço.
 c)  No pregão, a fase de habilitação antecede ao momento de apresentação das propostas.
 d)  Após apresentada a proposta, as partes não poderão oferecer lances sucessivos, em função do princípio da impessoalidade.
 e)  A Administração não pode exigir a apresentação de garantia para o oferecimento de proposta.",E
326,dir_adm,Questão 24:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"Suponha que, realizada licitação sob a modalidade pregão e declarado o vencedor, um licitante possui o interesse de recorrer. A manifestação do interesse de recorrer (I) e a apresentação das razões do recurso (II), deverão ser apresentados"," a)  no prazo comum de 5 dias.
 b)  Imediatamente (I); 3 dias (II).
 c)  5 dias (I); 10 dias (II).
 d)  no prazo comum de 15 dias.
 e)  imediatamente (I); 8 dias (II).",B
327,dir_adm,Questão 25:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"De acordo com a Lei no 10.520/2002, promover a adjudicação do objeto do certame ao licitante vencedor, quando não houver a interposição de recurso, será de responsabilidade"," a)  da comissão de licitação.
 b)  da comissão para julgamento dos pedidos de inscrição.
 c)  do pregoeiro que pertença ao órgão ou entidade promotora da licitação.
 d)  do pregoeiro que pertença necessariamente ao quadro permanente do órgão ou entidade promotora da licitação.
 e)  do dirigente de órgão ou entidade contratante ou responsável pela licitação.",C
328,dir_adm,Questão 26:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"Nos termos da Lei nº 10.520/02, é correto afirmar:"," a)  o prazo de validade das propostas será de 60 (sessenta) dias, se outro não estiver fixado no edital.
 b)  na realização do pregão é vedada a utilização de recursos de tecnologia da informação.
 c)  a aquisição do edital pelos licitantes é condição fundamental para participação no certame.
 d)  a fase preparatória do pregão será iniciada com a convocação dos interessados.
 e)  é vedada a utilização do pregão para aquisição de bens e serviços comuns.",A
329,dir_adm,Questão 27:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"A Prefeitura Municipal de Várzea Paulista promoveu processo licitatório tendo por objeto a contratação de serviços de limpeza e conservação predial por meio de pregão. Considerando classificada em primeiro lugar a proposta da empresa “TUDOLIMPO”, é correto afirmar que"," a)  se a empresa “TUDOLIMPO”, convocada dentro do prazo de validade da sua proposta, não celebrar o contrato, o pregoeiro examinará as ofertas subsequentes e a qualificação dos licitantes, na ordem de classificação, e assim sucessivamente, até a apuração de uma que atenda ao edital, sendo o respectivo licitante declarado vencedor.
 b)  uma vez examinada a proposta classificada em primeiro lugar, quanto ao objeto e valor, não mais caberá ao pregoeiro decidir, mesmo que motivadamente, a respeito da aceitabilidade do melhor preço ofertado pela empresa “TUDOLIMPO”.
 c)  se a oferta da empresa “TUDOLIMPO” não for aceitável, o pregoeiro anulará a licitação e adotará as providências necessárias para a abertura de um novo certame licitatório, do qual não poderá participar o licitante cuja proposta não foi aceita.
 d)  se a oferta não for aceitável, o pregoeiro revogará a licitação e adotará as providências necessárias para a abertura de um novo certame licitatório, do qual poderá participar, inclusive, a empresa “TUDOLIMPO”, outrora desclassificada.
 e)  uma vez declarada vencedora a empresa “TUDOLIMPO”, apenas o licitante classificado em segundo lugar poderá apresentar recurso, ficando os demais licitantes desde logo intimados para apresentar contrarrazões, sendo-lhes assegurado o acompanhamento dos autos.",A
330,dir_adm,Questão 28:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,O pregão é modalidade de licitação aplicável à aquisição de," a)  serviços de engenharia e obras de estabelecimentos prisionais financiados com recursos do Fundo Nacional Penitenciário.
 b)  serviços de publicidade e propaganda institucional.
 c)  bens e serviços de valor superior a cento e cinquenta milhões de reais.
 d)  serviços técnicos especializados de natureza singular para os quais não seja possível a competição entre fornecedores.
 e)  bens e serviços cujos padrões de desempenho e qualidade possam ser objetivamente definidos pelo edital, por meio de especificações usuais no mercado.",E
331,dir_adm,Questão 29:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"52. A modalidade licitatória que não se aplica em obras, que não há limite de valor e o tipo de licitação é sempre o menor preço denomina-se:
 a)  dispensa.
 b)  concorrência.
 c)  pregão.
 d)  convite.
 e)  concurso."," a)  dispensa.
 b)  concorrência.
 c)  pregão.
 d)  convite.
 e)  concurso.",C
332,dir_adm,Questão 30:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"O Município de Boituva pretende adquirir 10 (dez) veículos novos para sua frota, orçados cada qual em cerca de R$ 50.000,00 (cinquenta mil reais), com padrões e características usuais do mercado. Acerca da modalidade licitatória aplicável ao caso e suas características, assinale a alternativa correta."," a)  Tendo em vista o elevado valor total dos bens não é possível a utilização da modalidade “pregão”, mas apenas as modalidades previstas na Lei no 8.666/93.
 b)  Por se tratar de “bem comum” é possível a utilização do “pregão”, modalidade licitatória caracterizada pela inversão de fases, procedendo-se à classificação de acordo com os lances iniciais ofertados, sendo vedada negociação com o vencedor.
 c)  Por estarem, os automóveis, padronizados e usuais no mercado, é possível a utilização da modalidade “pregão”, sendo admitida a exigência de garantia de proposta.
 d)  É possível a utilização da modalidade “pregão” ao caso narrado, mas é expressamente vedada a exigência de parâmetros mínimos de qualidade pelo edital.
 e)  É possível a utilização da modalidade “pregão” ao caso descrito, desde que a definição do objeto seja precisa, suficiente e clara, sendo vedadas especificações excessivas que limitem a competição.",E
333,dir_adm,Questão 31:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"Nos termos da Lei no 10.520/2002, a modalidade de pregão aplica-se aos bens e serviços comuns. São assim definidos dada a característica peculiar desses ou a condição de permitirem"," a)  integridade.
 b)  substituibilidade.
 c)  durabilidade.
 d)  rotatividade.
 e)  maleabilidade.",B
334,dir_adm,Questão 32:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"O pregão é uma modalidade de licitação que é aberta para todo o público, inclusive via internet, na qual qualquer interessado pode acompanhar o processo licitatório. Portanto, a adoção do pregão se justifica em função
 a)  da focalização da oferta e, portanto, da dispersão dos resultados.
 b)  do aumento da transparência e do controle social.
 c)  do melhor custo-benefício e da inovação tecnológica.
 d)  da utilização da tecnologia em benefício do setor público.
 e)  da modernização dos governos e de sua adequação ao mercado."," a)  da focalização da oferta e, portanto, da dispersão dos resultados.
 b)  do aumento da transparência e do controle social.
 c)  do melhor custo-benefício e da inovação tecnológica.
 d)  da utilização da tecnologia em benefício do setor público.
 e)  da modernização dos governos e de sua adequação ao mercado.",B
335,dir_adm,Questão 33:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"Assinale a alternativa correta sobre a modalidade de licitação denominada pregão, instituída pela Lei Federal no 10.520, de 17 de julho de 2002."," a)  Admite a exigência de garantia de proposta.
 b)  Faculta a exigência de aquisição do edital, pelos licitantes, como condição para participação no certame.
 c)  Permite a exigência de pagamento de taxas e emolumentos, que não serão superiores ao custo de sua reprodução gráfica, quando for o caso.
 d)  Aplicam-se, subsidiariamente, para a modalidade de pregão, as normas da Lei no 8.666, de 21 de junho de 1993.
 e)  As compras, quando efetuadas pelo sistema de registro de preços previsto na Lei de Licitações, não poderão adotar a modalidade de pregão.",D
336,dir_adm,Questão 34:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"O processo licitatório dominado pelos princípios da celeridade, concentração e oralidade e que, ademais, caracteriza- se por ser um leilão reverso, é denominado como
 a)  pregão.
 b)  carta-convite.
 c)  adjudicação.
 d)  convênio.
 e)  consórcio."," a)  pregão.
 b)  carta-convite.
 c)  adjudicação.
 d)  convênio.
 e)  consórcio.",A
337,dir_adm,Questão 35:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"A respeito do pregão, assinale a alternativa correta.
 a)  A fase de recebimento de propostas antecederá a fase de habilitação.
 b)  O julgamento do pregão será realizado por comissão de licitação, que será presidida por servidor público estável.
 c)  A garantia de proposta, quando exigida, deverá ser fixada em 5% (cinco por cento) do valor estimado do contrato.
 d)  O pregoeiro não poderá negociar diretamente com o licitante classificado em primeiro lugar para obter melhor preço.
 e)  O pregão deverá ser utilizado para a realização de licitação que tenha como objeto a contratação de obras e serviços de engenharia."," a)  A fase de recebimento de propostas antecederá a fase de habilitação.
 b)  O julgamento do pregão será realizado por comissão de licitação, que será presidida por servidor público estável.
 c)  A garantia de proposta, quando exigida, deverá ser fixada em 5% (cinco por cento) do valor estimado do contrato.
 d)  O pregoeiro não poderá negociar diretamente com o licitante classificado em primeiro lugar para obter melhor preço.
 e)  O pregão deverá ser utilizado para a realização de licitação que tenha como objeto a contratação de obras e serviços de engenharia.",A
338,dir_adm,Questão 36:, Lei nº 10.520/2002 - Modalidade de licitação Pregão,"Uma das regras para a fase externa do pregão, conforme o artigo 4o da Lei no 10.520/2002, é:
 a)  do aviso, constarão a definição do objeto da licitação e a indicação do local, dias e horários em que poderá ser lida ou obtida a íntegra do edital.
 b)  dos autos do procedimento, constarão a justificativa das definições referidas no inciso I deste artigo e os indispensáveis elementos técnicos sobre os quais estiverem apoiados, bem como o orçamento, elaborado pelo órgão ou entidade promotora da licitação.
 c)  a autoridade competente justificará a necessidade de contratação e definirá o objeto do certame, as exigências de habilitação, os critérios de aceitação das propostas, as sanções por inadimplemento e as cláusulas do contrato.
 d)  a definição do objeto deverá ser precisa, suficiente e clara, vedadas especificações que, por excessivas, irrelevantes ou desnecessárias, limitem a competição.
 e)  a autoridade competente designará, dentre os servidores do órgão ou entidade promotora da licitação, o pregoeiro e a respectiva equipe de apoio."," a)  do aviso, constarão a definição do objeto da licitação e a indicação do local, dias e horários em que poderá ser lida ou obtida a íntegra do edital.
 b)  dos autos do procedimento, constarão a justificativa das definições referidas no inciso I deste artigo e os indispensáveis elementos técnicos sobre os quais estiverem apoiados, bem como o orçamento, elaborado pelo órgão ou entidade promotora da licitação.
 c)  a autoridade competente justificará a necessidade de contratação e definirá o objeto do certame, as exigências de habilitação, os critérios de aceitação das propostas, as sanções por inadimplemento e as cláusulas do contrato.
 d)  a definição do objeto deverá ser precisa, suficiente e clara, vedadas especificações que, por excessivas, irrelevantes ou desnecessárias, limitem a competição.
 e)  a autoridade competente designará, dentre os servidores do órgão ou entidade promotora da licitação, o pregoeiro e a respectiva equipe de apoio.",A
339,dir_adm,Questão 37:, Lei nº 12.846/2013 - Lei Anticorrupção,"Em termos de tutela adequada do interesse público anticorrupção, podemos afirmar que"," a)  é condição para o cabimento da ação popular a demonstração do prejuízo material aos cofres públicos.
 b)  o interesse público anticorrupção não tem guarida constitucional, mas conta com previsão na Lei de Improbidade e na Lei de Combate à Corrupção.
 c)  o Direito Administrativo Sancionador de Tutela da Probidade sofreu alteração substancial com a Lei nº 12.846/2013. Os postulados da razoabilidade e da proporcionalidade devem ser aplicados, de forma a concretizar o modelo sancionatório atual e o interesse público anticorrupção.
 d)  a indisponibilidade do interesse público é incompatível com a celebração de Acordo de Leniência.",C
340,dir_adm,Questão 38:, Lei nº 12.846/2013 - Lei Anticorrupção,"A Lei Anticorrupção, Lei nº 12.846/13, prevê a instauração e o julgamento de processo administrativo para apuração da responsabilidade de pessoa jurídica.
  Assinale a alternativa correta acerca do referido processo."," a)  Sua instauração é competência da autoridade máxima de cada órgão ou entidade dos Poderes Executivo e Legislativo; a Lei anticorrupção não contempla processo administrativo de responsabilização no âmbito do Poder Judiciário.
 b)  O processo administrativo para apuração da responsabilidade de pessoa jurídica não será instaurado de ofício, mas apenas mediante provocação, observados o contraditório e a ampla defesa.
 c)  A competência para a instauração e o julgamento do processo administrativo de apuração de responsabilidade da pessoa jurídica não poderá ser objeto de delegação.
 d)  A comissão designada para apuração da responsabilidade de pessoa jurídica, após a conclusão do procedimento administrativo, dará conhecimento ao Ministério Público de sua existência, para apuração de eventuais delitos.
 e)  Uma vez instaurado o processo administrativo para apuração da responsabilidade de pessoa jurídica, fica a autoridade instauradora impedida de suspender os efeitos do ato ou do processo objeto da investigação.",D
341,dir_adm,Questão 39:, Lei nº 12.846/2013 - Lei Anticorrupção,"A empresa XPTO valeu-se de condição de Empresa de Pequeno Porte (EPP) para sagrar-se vencedora em determinado processo Licitatório. Depois de assinado o contrato, confirmou-se que a receita da contratada era incompatível com o seu enquadramento como EPP e que a XPTO fraudou documento para vencer o certame. Sobre a possibilidade de responsabilização, no âmbito civil e administrativo, de empresas que praticam atos lesivos contra a administração pública, assinale a alternativa correta."," a)  As empresas podem ser responsabilizadas em casos de corrupção, desde que haja comprovação de culpa.
 b)  A Lei Anticorrupção atinge apenas as pessoas jurídicas que praticam atos lesivos contra a administração pública nacional.
 c)  Por meio do Acordo de Leniência, se uma empresa cooperar com as investigações, ela pode conseguir uma redução das penalidades.
 d)  Uma vez punida a pessoa jurídica na esfera contratual fica prejudicada a responsabilização da empresa pela Lei Anticorrupção.
 e)  A Lei Anticorrupção pode ser aplicada apenas pela União e pelos estados, sendo vedada sua aplicação no âmbito dos municípios.",C
342,dir_adm,Questão 40:, Lei nº 12.846/2013 - Lei Anticorrupção,Assinale a alternativa que está de acordo com a Lei nº 12.846/13.," a)  Serão levados em consideração na aplicação das sanções, dentre outros, a situação econômica do infrator e o valor dos contratos mantidos pela pessoa jurídica com o órgão ou entidade pública lesados.
 b)  A instauração de processo administrativo para apuração da responsabilidade de pessoa jurídica cabe a qualquer servidor público que tenha conhecimento dos fatos, que agirá de ofício ou mediante provocação escrita do interessado.
 c)  No processo administrativo para apuração de responsabilidade, será concedido à pessoa jurídica prazo de 15 (quinze) dias úteis para defesa, contados a partir da intimação.
 d)  O processo administrativo para apuração da responsabilidade de pessoa jurídica será conduzido por comissão designada pelo instaurador e composta por 3 (três) ou mais servidores estáveis.",A
343,dir_adm,Questão 41:, Lei nº 12.846/2013 - Lei Anticorrupção,"Na aplicação das suas sanções, a Lei nº 12.846/2013 (Lei Anticorrupção), entre outros, prevê que serão levados em consideração na aplicação das sanções determinados elementos, exceto"," a)  o efeito negativo produzido pela infração.
 b)  a situação econômica do infrator.
 c)  a gravidade da infração.
 d)  o grau de culpa do infrator.",D
344,dir_adm,Questão 42:, Lei nº 12.846/2013 - Lei Anticorrupção,Assinale a alternativa que está de acordo com a Lei nº 12.846/2013.," a)  A competência para a instauração do processo administrativo de apuração de responsabilidade da pessoa jurídica poderá ser delegada e subdelegada.
 b)  O processo administrativo para apuração da responsabilidade de pessoa jurídica será conduzido por comissão composta por pelo menos 4 (quatro) servidores estáveis.
 c)  No processo administrativo para apuração de responsabilidade, será concedido à pessoa jurídica prazo de 15 (quinze) dias para defesa.
 d)  A proposta de acordo de leniência se tornará pública na data da propositura do respectivo acordo.
 e)  A celebração do acordo de leniência interrompe o prazo prescricional dos atos ilícitos previstos na Lei nº 12.846/2013.",E
345,dir_adm,Questão 43:, Lei nº 12.846/2013 - Lei Anticorrupção,"A Lei no 12.846/2013, também conhecida como Lei Anticorrupção, representa importante avanço ao prever a responsabilização, no âmbito civil e administrativo, de empresas que praticam atos lesivos contra a administração pública. A propósito do tema, assinale a alternativa correta."," a)  As empresas podem ser responsabilizadas em casos de corrupção, desde que haja comprovação de culpa.
 b)  A Lei Anticorrupção atinge apenas as pessoas jurídicas que praticam atos lesivos contra a administração pública nacional.
 c)  Por meio do Acordo de Leniência, se uma empresa cooperar com as investigações, ela pode conseguir uma redução das penalidades.
 d)  Na esfera judicial, não pode ser aplicada a dissolução compulsória da pessoa jurídica.
 e)  Quando o assunto é responsabilidade das pessoas jurídicas, a Lei Anticorrupção vale para a União e para os Estados, sendo vedada sua aplicação no âmbito dos Municípios.",C
346,dir_adm,Questão 44:, Lei nº 12.846/2013 - Lei Anticorrupção,"A respeito do acordo de leniência previsto na Lei nº 12.846/2013, é correto afirmar que
 a)  a sua celebração somente pode ocorrer nos autos de processo criminal até a decisão de primeira instância.
 b)  o órgão competente para a sua celebração em qualquer âmbito é o Ministério Público Federal ou Estadual.
 c)  a proposta de acordo de leniência rejeitada não importará em reconhecimento da prática do ato ilícito investigado.
 d)  o descumprimento do acordo de leniência não impede a pessoa jurídica de celebrar novo acordo no futuro.
 e)  a celebração do acordo de leniência não interrompe o prazo prescricional dos atos ilícitos previstos na Lei."," a)  a sua celebração somente pode ocorrer nos autos de processo criminal até a decisão de primeira instância.
 b)  o órgão competente para a sua celebração em qualquer âmbito é o Ministério Público Federal ou Estadual.
 c)  a proposta de acordo de leniência rejeitada não importará em reconhecimento da prática do ato ilícito investigado.
 d)  o descumprimento do acordo de leniência não impede a pessoa jurídica de celebrar novo acordo no futuro.
 e)  a celebração do acordo de leniência não interrompe o prazo prescricional dos atos ilícitos previstos na Lei.",C
347,dir_adm,Questão 45:, Lei nº 12.846/2013 - Lei Anticorrupção,"Certa pessoa jurídica privada é acusada de praticar ato lesivo a autarquia municipal de Boituva consistente em fraudar o caráter competitivo de procedimento licitatório público e oferecer vantagem indevida a agente público. Levando em conta o caso hipotético e considerado o  disposto na Lei no 12.846/2013, assinale a alternativa correta:
 a)  É possível a responsabilização, na esfera administrativa, da empresa em questão, o que afasta a possibilidade de responsabilização na esfera judicial.
 b)  Caso ocorra a responsabilização da empresa na esfera administrativa, com a imposição de multa em percentual do faturamento, estará a empresa automaticamente desobrigada com relação à reparação integral do dano causado.
 c)  A responsabilização da empresa na esfera administrativa afasta a possibilidade de responsabilização
individual dos dirigentes ou administradores partícipes dos atos ilícitos.
 d)  A lei prevê a possibilidade de celebração de acordo de leniência, com identificação dos envolvidos e obtenção de informações, o que implica na isenção das sanções e exime a pessoa jurídica da obrigação de reparação dos danos causados.
 e)  É possível a propositura de ação judicial com vistas à aplicação, dentre outras, das sanções de suspensão ou interdição parcial das atividades e dissolução compulsória da pessoa jurídica."," a)  É possível a responsabilização, na esfera administrativa, da empresa em questão, o que afasta a possibilidade de responsabilização na esfera judicial.
 b)  Caso ocorra a responsabilização da empresa na esfera administrativa, com a imposição de multa em percentual do faturamento, estará a empresa automaticamente desobrigada com relação à reparação integral do dano causado.
 c)  A responsabilização da empresa na esfera administrativa afasta a possibilidade de responsabilização
individual dos dirigentes ou administradores partícipes dos atos ilícitos.
 d)  A lei prevê a possibilidade de celebração de acordo de leniência, com identificação dos envolvidos e obtenção de informações, o que implica na isenção das sanções e exime a pessoa jurídica da obrigação de reparação dos danos causados.
 e)  É possível a propositura de ação judicial com vistas à aplicação, dentre outras, das sanções de suspensão ou interdição parcial das atividades e dissolução compulsória da pessoa jurídica.",E
348,dir_adm,Questão 46:, Lei nº 12.846/2013 - Lei Anticorrupção,"De acordo com o parágrafo § 2o do art. 3o da Lei no 12.846/2013, os dirigentes ou administradores somente serão responsabilizados por atos ilícitos"," a)  na medida da sua culpabilidade.
 b)  se atuarem nas pessoas jurídicas sob o registro de Diretor Estatutário, uma vez que não possui a real condição de empregado.
 c)  se atuarem nas pessoas jurídicas sob o registro de Diretor Executivo não empregado, uma vez que não possui a real condição de empregado.
 d)  se atuarem nas pessoas jurídicas sob o registro de Diretor Estatutário, com salário de até R$ 6.000,00, uma vez que possui a real condição de empregado.
 e)  se atuarem nas pessoas jurídicas sob o registro de Diretor Executivo não empregado, com salário de até R$ 6.000,00, uma vez que possui a real condição de empregado.",A
349,dir_adm,Questão 47:, Lei nº 12.846/2013 - Lei Anticorrupção,"A Lei de Combate à Corrupção determina que no âmbito do Poder Executivo Federal, terá competência concorrente para instaurar processos administrativos de responsabilização de pessoas jurídicas ou para avocar os processos instaurados, para exame de sua regularidade ou para corrigir-lhes o andamento, além da autoridade máxima de cada órgão ou entidade dos Poderes Executivo, Legislativo e Judiciário,"," a)  o Presidente e Vice-Presidente da República.
 b)  a Câmara dos Deputados.
 c)  o Senado Federal.
 d)  a Controladoria-Geral da União – CGU.
 e)  o Ministro do Supremo Tribunal Federal.",D
350,dir_adm,Questão 48:, Lei nº 12.846/2013 - Lei Anticorrupção,"A Lei de Combate à Corrupção estabelece que o órgão competente para celebrar os acordos de leniência no âmbito do Poder Executivo Federal, bem como no caso de atos lesivos praticados contra a administração pública estrangeira é"," a)  a Controladoria-Geral da União – CGU.
 b)  a Câmara dos Deputados.
 c)  o Senado Federal.
 d)  apenas a autoridade máxima de cada órgão ou entidade pública.
 e)  apenas o Supremo Tribunal Federal.",A
351,dir_adm,Questão 49:, Lei nº 12.846/2013 - Lei Anticorrupção,"Assinale a alternativa correta sobre o Processo Administrativo de Responsabilização de pessoa jurídica pela prática de atos contra a administração pública, previsto na Lei Federal no 12.846, de 12 de agosto de 2013."," a)  A instauração e o julgamento de processo administrativo para apuração da responsabilidade de pessoa jurídica são de competência exclusiva da autoridade máxima do Poder Judiciário.
 b)  A instauração e o julgamento de processo administrativo para apuração da responsabilidade de pessoa jurídica são de competência exclusiva da autoridade máxima do Poder Executivo.
 c)  No processo administrativo para apuração da responsabilidade de pessoa jurídica, é vedada a atuação de ofício da autoridade responsável, dando-se o impulso mediante provocação.
 d)  Considerando a natureza administrativa do processo de apuração da responsabilidade de pessoa jurídica, é facultada a observância do contraditório e da ampla defesa.
 e)  A competência para a instauração e o julgamento do processo administrativo de apuração de responsabilidade da pessoa jurídica poderá ser delegada, vedada a subdelegação.",E
352,dir_adm,Questão 50:, Lei nº 12.846/2013 - Lei Anticorrupção,"A respeito do acordo de leniência, a Lei Federal nº 12.846/2013 estabelece que a sua celebração"," a)  isenta a pessoa jurídica das multas e sanções previstas na Lei.
 b)  não permite a extensão dos seus efeitos às pessoas jurídicas que integram o mesmo grupo econômico.
 c)  importará em reconhecimento da prática do ato ilícito investigado ainda que a proposta de acordo seja rejeitada.
 d)  não interrompe o prazo prescricional dos atos ilícitos previstos na Lei.
 e)  não exime a pessoa jurídica da obrigação de reparar integralmente o dano causado.",E
353,dir_adm,Questão 51:, Lei nº 12.846/2013 - Lei Anticorrupção,"A Lei de Combate à Corrupção (Lei nº 12.846/2013) trouxe importantes avanços para proteção da Administração Pública e responsabilização dos agentes praticantes de ilícitos.

Dentre esses avanços, cita-se a
 a)  isenção de sanções caso a pessoa jurídica adote procedimentos de compliance.
 b)  responsabilização da pessoa jurídica em detrimento da responsabilização dos dirigentes participantes do ilícito.
 c)  responsabilização dos dirigentes participantes do ilícito ao invés da responsabilização da pessoa jurídica.
 d)  impossibilidade de responsabilização da pessoa jurídica sem a responsabilização individual.
 e)  responsabilização da pessoa jurídica independentemente da responsabilização individual."," a)  isenção de sanções caso a pessoa jurídica adote procedimentos de compliance.
 b)  responsabilização da pessoa jurídica em detrimento da responsabilização dos dirigentes participantes do ilícito.
 c)  responsabilização dos dirigentes participantes do ilícito ao invés da responsabilização da pessoa jurídica.
 d)  impossibilidade de responsabilização da pessoa jurídica sem a responsabilização individual.
 e)  responsabilização da pessoa jurídica independentemente da responsabilização individual.",E
354,dir_adm,Questão 52:," Modalidades de licitação. Local de realização. Publicação do edital (arts. 20 a 23, 52 e 53)","Assinale a alternativa que indica o limite, em reais, estabelecido na Lei nº 8.666/93, para tomada de preços, no caso de contratação de obras e serviços de engenharia."," a)  Até 2.000.000,00.
 b)  Até 3.300.000,00.
 c)  Acima de 4.600.000,00.
 d)  Acima de 3.500.000,00.
 e)  Até 150.000,00.",B
355,dir_adm,Questão 53:," Modalidades de licitação. Local de realização. Publicação do edital (arts. 20 a 23, 52 e 53)","As características de licitação que, entre interessados do ramo pertinente ao seu objeto, cadastrados ou não, escolhidos e convidados em número mínimo de 3 (três) pela unidade administrativa, a qual afixará, em local apropriado, cópia do instrumento convocatório e o estenderá aos demais cadastrados na correspondente especialidade que manifestarem seu interesse com antecedência de até 24 (vinte e quatro) horas da apresentação das propostas, são pertinentes à modalidade:"," a)  cotação de preço.
 b)  concorrência.
 c)  convite.
 d)  concurso.
 e)  leilão.",C
356,dir_adm,Questão 54:," Modalidades de licitação. Local de realização. Publicação do edital (arts. 20 a 23, 52 e 53)","A modalidade de licitação entre interessados devidamente cadastrados ou que atenderem a todas as condições exigidas para cadastramento até o terceiro dia anterior à data do recebimento das propostas, observada a necessária qualificação, se refere à modalidade"," a)  Tomada de Preços.
 b)  Pregão.
 c)  Leilão.
 d)  Convite.
 e)  Concorrência.",A
